[2026-06-21 04:12:15.828] [INFO] Logger initialized
[2026-06-21 04:12:15.830] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-21 04:12:15.851] [EVT.SPAWN] Kelp at (3444,3034)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Pine at (169,2836)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Flowers at (5787,3848)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Pine at (492,3882)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Mushroom at (5067,2598)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Pine at (4177,1489)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Grass at (5176,4444)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Pine at (3889,4706)
[2026-06-21 04:12:15.851] [EVT.SPAWN] PineTree at (669,198)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Algae at (5779,1126)
[2026-06-21 04:12:15.851] [EVT.SPAWN] PineTree at (465,567)
[2026-06-21 04:12:15.851] [EVT.SPAWN] GrassTuft at (3777,656)
[2026-06-21 04:12:15.851] [EVT.SPAWN] WaterLily at (3965,57)
[2026-06-21 04:12:15.851] [EVT.SPAWN] OakTree at (15,2691)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Coral at (4359,381)
[2026-06-21 04:12:15.851] [EVT.SPAWN] GrassTuft at (5111,1853)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Cactus at (3995,4255)
[2026-06-21 04:12:15.851] [EVT.SPAWN] Flowers at (5807,727)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Flowers at (2957,985)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Cactus at (2991,3836)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Kelp at (3540,2996)
[2026-06-21 04:12:15.854] [EVT.SPAWN] GrassTuft at (5645,2161)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Cactus at (4289,803)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Plant at (643,689)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Mushroom at (4808,1173)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Cactus at (1311,4549)
[2026-06-21 04:12:15.854] [EVT.SPAWN] BerryBush at (3887,1736)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Plant at (6196,1762)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Mushroom at (5148,831)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Seaweed at (5291,254)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Grass at (2110,662)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Plant at (2739,3653)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Plant at (2425,1119)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Grass at (6325,1054)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Coral at (6359,914)
[2026-06-21 04:12:15.854] [EVT.SPAWN] GrassTuft at (801,1490)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Bush at (572,1028)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Mushroom at (469,2649)
[2026-06-21 04:12:15.854] [EVT.SPAWN] Seaweed at (2781,4671)
[2026-06-21 04:12:15.855] [EVT.SPAWN] WaterLily at (3600,4176)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Toadstool at (1086,178)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (5423,672)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Mushroom at (6020,442)
[2026-06-21 04:12:15.855] [EVT.SPAWN] WaterLily at (2290,1181)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (5644,1444)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (5256,3825)
[2026-06-21 04:12:15.855] [EVT.SPAWN] OakTree at (5360,640)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Cactus at (4475,579)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Pine at (4884,384)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (1022,443)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Algae at (3300,167)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Grass at (3215,2614)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (3824,1912)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (744,1384)
[2026-06-21 04:12:15.855] [EVT.SPAWN] OakTree at (3863,2246)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Mushroom at (5261,2758)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (3021,755)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Mushroom at (3544,1076)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Toadstool at (1529,254)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Moss at (2268,2186)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Toadstool at (4406,1165)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (3510,2559)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (906,3844)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Mushroom at (5618,3082)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Flowers at (4817,3941)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (2277,4260)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (4641,4349)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Kelp at (3636,170)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Kelp at (4602,98)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Moss at (1811,4623)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Kelp at (3359,3619)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (774,109)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (1814,1318)
[2026-06-21 04:12:15.855] [EVT.SPAWN] WaterLily at (3796,3622)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (4104,3659)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (4821,4469)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Coral at (3745,135)
[2026-06-21 04:12:15.855] [EVT.SPAWN] OakTree at (2145,3414)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (4099,4125)
[2026-06-21 04:12:15.855] [EVT.SPAWN] WaterLily at (3948,196)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Seaweed at (5090,321)
[2026-06-21 04:12:15.855] [EVT.SPAWN] GrassTuft at (3577,3651)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Toadstool at (3823,4448)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (1262,3731)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (1346,1332)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (1701,33)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Flowers at (955,3941)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (5920,280)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Pine at (1702,4242)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (3600,4309)
[2026-06-21 04:12:15.855] [EVT.SPAWN] OakTree at (2106,3513)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Flowers at (5158,4494)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Algae at (1226,3253)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Grass at (621,2563)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (1385,3005)
[2026-06-21 04:12:15.855] [EVT.SPAWN] GrassTuft at (3599,1261)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (5272,557)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Coral at (4018,62)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Flowers at (3885,1917)
[2026-06-21 04:12:15.855] [EVT.SPAWN] OakTree at (2866,2701)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Toadstool at (3138,881)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Grass at (6083,3670)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Coral at (1309,2414)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (4941,3382)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Bush at (1303,4655)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Cactus at (5987,3191)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Moss at (4074,652)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Kelp at (379,3237)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (92,306)
[2026-06-21 04:12:15.855] [EVT.SPAWN] PineTree at (4504,1721)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Pine at (739,3562)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Pine at (1230,4583)
[2026-06-21 04:12:15.855] [EVT.SPAWN] BerryBush at (3121,2133)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Seaweed at (2789,3183)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Seaweed at (4913,192)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (1281,696)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Moss at (2431,2372)
[2026-06-21 04:12:15.855] [EVT.SPAWN] Plant at (1667,2198)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Toadstool at (1028,3909)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Pine at (1580,3488)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (1849,3428)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Salmon at (4040,191)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Deer at (6143,3402)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Deer at (6134,1338)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Fish at (4226,149)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (2144,3602)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Rabbit at (2204,4360)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (2693,215)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (975,1333)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (3674,3295)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Sheep at (4431,1582)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (4668,3628)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (5090,2259)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Salmon at (5929,2809)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Salmon at (1218,2424)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (2955,3043)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (1933,2629)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Fish at (3582,66)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Sheep at (1743,1094)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Salmon at (4206,208)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (4243,802)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (310,1221)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Fish at (3759,126)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (4962,4386)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (5764,467)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Deer at (1720,3890)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (4598,891)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (5821,602)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Gazelle at (3992,3096)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Salmon at (5765,1054)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (3596,905)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Rabbit at (3626,2036)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (4727,1370)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Rabbit at (6229,4542)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Lizard at (2577,2853)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (3763,4216)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (3081,4306)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (5315,4493)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Turtle at (3350,1720)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Deer at (3958,543)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Rabbit at (798,230)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (1462,1476)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (5147,1998)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Sheep at (5412,2724)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Goat at (401,4793)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Horse at (1453,3764)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Gazelle at (6366,2216)
[2026-06-21 04:12:15.856] [EVT.SPAWN] Rabbit at (2554,1698)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Horse at (2861,1634)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Turtle at (911,19)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Lizard at (3843,3400)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Rabbit at (2532,2932)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Sheep at (6300,2331)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Deer at (1342,3708)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Horse at (4514,2494)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Turtle at (2491,3474)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Sheep at (1753,1926)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Goat at (4153,3744)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Fish at (5207,71)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Rabbit at (3817,1785)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Piranha at (4958,200)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Crocodile at (4429,3938)
[2026-06-21 04:12:15.857] [EVT.SPAWN] Crocodile at (6195,118)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Shark at (4752,16)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Lion at (5802,494)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Wolf at (2048,4343)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Snake at (1511,4049)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Fox at (1269,4630)
[2026-06-21 04:12:15.858] [EVT.SPAWN] Fox at (4188,4622)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Shark at (6352,784)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Lion at (2891,2061)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Wolf at (3486,4128)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Fox at (2956,179)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Wolf at (2482,2180)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Crocodile at (5754,1362)
[2026-06-21 04:12:15.859] [EVT.SPAWN] Piranha at (4724,2)
[2026-06-21 04:12:15.860] [EVT.SPAWN] Shark at (4752,16)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Shark at (4752,16)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Lynx at (3297,946)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Crocodile at (769,24)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Boar at (3593,3385)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Jellyfish at (5132,3586)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Bear at (1840,484)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Beetle at (2911,1012)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Boar at (5812,2562)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Boar at (1168,1715)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Jellyfish at (4033,1055)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Raccoon at (4962,2042)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Bear at (5643,29)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Butterfly at (1469,2650)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Raccoon at (4079,2780)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Jellyfish at (5315,167)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Frog at (480,4206)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Bear at (5271,1780)
[2026-06-21 04:12:15.861] [EVT.SPAWN] Beetle at (3948,570)
[2026-06-21 04:12:15.866] [EVT.ECO] Initialized: P=150 H=60 C=20 O=15 | Total=245
[2026-06-21 04:12:18.297] [EVT.STATS] T=0,3s P=150 H=60 C=20 O=15 Total=245
[2026-06-21 04:12:19.295] [EVT.STATS] T=0,7s P=150 H=60 C=20 O=15 Total=245
[2026-06-21 04:12:19.912] [EVT.SPAWN] Pine at (1040,2645)
[2026-06-21 04:12:20.294] [EVT.STATS] T=1,0s P=151 H=60 C=20 O=15 Total=246
[2026-06-21 04:12:20.578] [EVT.SPAWN] Pine at (4170,1532)
[2026-06-21 04:12:20.578] [EVT.SPAWN] Moss at (4762,3987)
[2026-06-21 04:12:20.677] [EVT.SPAWN] Mushroom at (5003,2582)
[2026-06-21 04:12:20.677] [EVT.SPAWN] PineTree at (2062,3154)
[2026-06-21 04:12:20.777] [EVT.SPAWN] Grass at (611,2595)
[2026-06-21 04:12:20.777] [EVT.SPAWN] Plant at (734,62)
[2026-06-21 04:12:20.986] [EVT.SPAWN] Mushroom at (3555,1033)
[2026-06-21 04:12:20.986] [EVT.SPAWN] BerryBush at (3437,2299)
[2026-06-21 04:12:21.078] [EVT.SPAWN] Pine at (1240,4643)
[2026-06-21 04:12:21.183] [EVT.SPAWN] Plant at (1285,656)
[2026-06-21 04:12:21.183] [EVT.SPAWN] GrassTuft at (825,1451)
[2026-06-21 04:12:21.183] [EVT.SPAWN] BerryBush at (5708,207)
[2026-06-21 04:12:21.183] [EVT.SPAWN] Bush at (1798,813)
[2026-06-21 04:12:21.183] [EVT.SPAWN] Pine at (1061,2758)
[2026-06-21 04:12:21.277] [EVT.SPAWN] Plant at (2274,4222)
[2026-06-21 04:12:21.277] [EVT.SPAWN] PineTree at (1301,4459)
[2026-06-21 04:12:21.379] [EVT.SPAWN] Plant at (889,3903)
[2026-06-21 04:12:21.379] [EVT.SPAWN] Grass at (980,3050)
[2026-06-21 04:12:21.478] [EVT.SPAWN] Cactus at (5954,3196)
[2026-06-21 04:12:21.478] [EVT.SPAWN] Toadstool at (1101,114)
[2026-06-21 04:12:21.478] [EVT.SPAWN] Grass at (1830,1707)
[2026-06-21 04:12:21.478] [EVT.SPAWN] Grass at (2065,2873)
[2026-06-21 04:12:21.584] [EVT.SPAWN] Flowers at (3860,1958)
[2026-06-21 04:12:21.584] [EVT.SPAWN] GrassTuft at (3567,1299)
[2026-06-21 04:12:21.584] [EVT.SPAWN] PineTree at (4848,4426)
[2026-06-21 04:12:21.680] [EVT.SPAWN] PineTree at (4521,1750)
[2026-06-21 04:12:21.680] [EVT.SPAWN] Toadstool at (3101,929)
[2026-06-21 04:12:21.680] [EVT.SPAWN] PineTree at (3526,2496)
[2026-06-21 04:12:21.680] [EVT.SPAWN] Pine at (4155,1454)
[2026-06-21 04:12:21.778] [EVT.SPAWN] Plant at (141,291)
[2026-06-21 04:12:21.778] [EVT.SPAWN] Flowers at (978,3963)
[2026-06-21 04:12:21.778] [EVT.SPAWN] Moss at (3489,3078)
[2026-06-21 04:12:21.778] [EVT.SPAWN] Moss at (4853,3991)
[2026-06-21 04:12:21.877] [EVT.DEATH] Seaweed died at age 2,5s, energy 0,0
[2026-06-21 04:12:21.879] [EVT.SPAWN] Pine at (798,3550)
[2026-06-21 04:12:21.879] [EVT.SPAWN] OakTree at (2852,2740)
[2026-06-21 04:12:21.879] [EVT.SPAWN] Algae at (1170,3284)
[2026-06-21 04:12:21.879] [EVT.SPAWN] Bush at (4688,4312)
[2026-06-21 04:12:21.973] [EVT.DEATH] Bush died at age 2,6s, energy -0,7
[2026-06-21 04:12:21.979] [EVT.SPAWN] Moss at (2391,2415)
[2026-06-21 04:12:21.979] [EVT.SPAWN] Grass at (6092,3703)
[2026-06-21 04:12:22.067] [EVT.SPAWN] Pine at (990,2618)
[2026-06-21 04:12:22.071] [EVT.DEATH] Grass died at age 2,7s, energy -0,7
[2026-06-21 04:12:22.079] [EVT.SPAWN] Mushroom at (5091,2576)
[2026-06-21 04:12:22.079] [EVT.SPAWN] Pine at (998,2714)
[2026-06-21 04:12:22.079] [EVT.SPAWN] PineTree at (1996,3209)
[2026-06-21 04:12:22.178] [EVT.SPAWN] GrassTuft at (5678,2139)
[2026-06-21 04:12:22.282] [EVT.SPAWN] Grass at (665,2514)
[2026-06-21 04:12:22.282] [EVT.SPAWN] Plant at (798,45)
[2026-06-21 04:12:22.282] [EVT.SPAWN] Pine at (5253,587)
[2026-06-21 04:12:22.282] [EVT.SPAWN] Kelp at (5738,1185)
[2026-06-21 04:12:22.378] [EVT.SPAWN] Toadstool at (3803,4416)
[2026-06-21 04:12:22.378] [EVT.SPAWN] Mushroom at (5606,3138)
[2026-06-21 04:12:22.378] [EVT.SPAWN] Plant at (2992,736)
[2026-06-21 04:12:22.378] [EVT.SPAWN] Cactus at (1677,2466)
[2026-06-21 04:12:22.488] [EVT.SPAWN] BerryBush at (3096,2115)
[2026-06-21 04:12:22.488] [EVT.SPAWN] Moss at (2306,2143)
[2026-06-21 04:12:22.488] [EVT.SPAWN] BerryBush at (792,1424)
[2026-06-21 04:12:22.488] [EVT.SPAWN] Cactus at (4479,639)
[2026-06-21 04:12:22.488] [EVT.SPAWN] Plant at (2461,1074)
[2026-06-21 04:12:22.488] [EVT.SPAWN] Pine at (3884,4743)
[2026-06-21 04:12:22.488] [EVT.SPAWN] BerryBush at (3430,2321)
[2026-06-21 04:12:22.488] [EVT.SPAWN] Moss at (5002,735)
[2026-06-21 04:12:22.578] [EVT.SPAWN] Mushroom at (3563,1019)
[2026-06-21 04:12:22.578] [EVT.SPAWN] OakTree at (82,2673)
[2026-06-21 04:12:22.578] [EVT.SPAWN] PineTree at (716,192)
[2026-06-21 04:12:22.679] [EVT.SPAWN] BerryBush at (1366,3028)
[2026-06-21 04:12:22.679] [EVT.SPAWN] PineTree at (4140,3650)
[2026-06-21 04:12:22.679] [EVT.SPAWN] Flowers at (4883,3941)
[2026-06-21 04:12:22.679] [EVT.SPAWN] Toadstool at (1549,227)
[2026-06-21 04:12:22.679] [EVT.SPAWN] Bush at (558,962)
[2026-06-21 04:12:22.782] [EVT.SPAWN] Seaweed at (2835,3172)
[2026-06-21 04:12:22.782] [EVT.SPAWN] Pine at (1281,4570)
[2026-06-21 04:12:22.783] [EVT.SPAWN] Mushroom at (5279,2712)
[2026-06-21 04:12:22.783] [EVT.SPAWN] Plant at (2766,3678)
[2026-06-21 04:12:22.783] [EVT.SPAWN] Kelp at (3498,2954)
[2026-06-21 04:12:22.887] [EVT.SPAWN] Plant at (1235,662)
[2026-06-21 04:12:22.887] [EVT.SPAWN] Plant at (681,708)
[2026-06-21 04:12:22.887] [EVT.SPAWN] Pine at (4149,1550)
[2026-06-21 04:12:22.887] [EVT.SPAWN] Bush at (1772,798)
[2026-06-21 04:12:22.967] [EVT.SPAWN] Pine at (1008,2775)
[2026-06-21 04:12:22.967] [EVT.SPAWN] Moss at (4774,4023)
[2026-06-21 04:12:22.967] [EVT.SPAWN] Pine at (4170,1563)
[2026-06-21 04:12:22.967] [EVT.SPAWN] Pine at (1009,2672)
[2026-06-21 04:12:22.983] [EVT.SPAWN] Flowers at (5124,4493)
[2026-06-21 04:12:22.983] [EVT.SPAWN] BerryBush at (5957,243)
[2026-06-21 04:12:22.984] [EVT.SPAWN] BerryBush at (5633,177)
[2026-06-21 04:12:22.984] [EVT.SPAWN] Pine at (1027,2729)
[2026-06-21 04:12:22.984] [EVT.SPAWN] Moss at (4824,3909)
[2026-06-21 04:12:22.984] [EVT.SPAWN] Cactus at (253,977)
[2026-06-21 04:12:23.079] [EVT.SPAWN] Toadstool at (993,3850)
[2026-06-21 04:12:23.079] [EVT.SPAWN] GrassTuft at (3556,3706)
[2026-06-21 04:12:23.079] [EVT.SPAWN] BerryBush at (1763,1298)
[2026-06-21 04:12:23.079] [EVT.SPAWN] GrassTuft at (834,1468)
[2026-06-21 04:12:23.079] [EVT.SPAWN] Grass at (2134,640)
[2026-06-21 04:12:23.178] [EVT.SPAWN] Mushroom at (494,2605)
[2026-06-21 04:12:23.178] [EVT.SPAWN] Flowers at (5837,3821)
[2026-06-21 04:12:23.178] [EVT.SPAWN] PineTree at (1289,4424)
[2026-06-21 04:12:23.270] [EVT.DEATH] Plant died at age 2,5s, energy -1,1
